안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생
2,2,0,1,4,4,5,4,0,1,1,2,1,5,4,0.0,0
2,2,1,2,4,4,3,2,0,0,1,3,2,1,1,0.0,0
1,1,0,2,4,3,4,4,1,1,1,1,1,3,4,0.0,0
2,0,0,2,5,5,5,5,0,1,1,1,1,3,5,0.0,0
2,1,1,2,5,5,5,5,1,1,1,3,2,6,3,20.59,0
1,0,0,2,4,4,3,4,1,1,1,1,1,6,5,0.0,0
2,0,0,2,4,5,5,4,1,1,1,1,2,5,3,0.0,0
2,1,0,2,5,5,5,5,1,1,1,3,2,2,1,10.84,0
2,0,0,2,3,4,4,4,1,1,1,2,2,6,3,19.35,0
2,0,0,2,5,5,5,5,1,0,0,2,2,3,3,15.52,0
2,1,0,2,3,5,4,4,1,0,1,2,2,6,1,0.0,0
1,0,0,2,5,4,3,4,1,0,0,1,1,2,7,0.0,0
2,2,0,0,5,5,5,5,0,0,0,2,1,1,5,0.0,0
1,0,0,2,5,5,5,5,1,0,0,1,1,2,7,0.0,0
1,2,0,2,5,4,5,5,1,1,1,2,2,2,1,0.0,1
1,2,0,2,5,5,5,5,1,1,1,1,2,5,4,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,2,1,0.0,1
1,2,0,2,5,5,5,4,1,0,1,1,1,2,6,0.0,1
1,2,0,2,5,5,4,4,1,1,1,2,2,2,3,15.0,1
1,2,0,2,4,5,5,5,1,0,1,1,1,4,5,0.0,0
1,0,0,2,5,5,5,5,1,0,1,1,2,2,1,33.33,1
1,0,0,2,5,5,5,4,1,0,1,1,1,5,6,0.0,0
1,0,0,2,5,5,5,5,1,0,1,1,1,4,5,0.0,0
2,2,0,2,5,5,5,5,1,0,1,1,2,2,3,40.0,0
2,2,1,1,5,5,4,5,0,0,1,2,2,3,1,0.0,0
1,2,0,2,4,5,4,5,0,1,1,2,1,2,3,13.89,0
2,2,0,2,5,5,5,5,0,1,1,2,2,2,3,0.0,0
1,0,0,0,5,5,4,5,0,0,0,1,2,1,1,0.0,0
2,2,0,2,5,4,4,4,0,0,0,2,2,2,3,0.0,0
1,1,0,2,5,5,5,5,1,1,1,1,2,4,1,16.67,1
1,2,0,2,4,3,4,5,0,0,1,1,1,2,1,2.86,0
1,0,0,2,5,5,4,4,1,0,0,1,2,2,4,5.0,0
1,2,0,2,5,5,5,5,1,0,1,1,2,5,4,0.0,0
2,0,0,2,5,5,5,5,1,0,0,1,2,3,3,0.0,0
1,2,0,2,5,5,5,5,1,1,1,1,2,3,4,0.0,1
1,2,0,1,3,4,3,3,1,0,0,2,2,1,1,0.0,0
1,2,0,2,4,4,4,4,0,1,1,1,1,4,6,13.33,0
1,1,0,2,4,4,4,4,0,1,1,1,2,5,1,0.0,0
1,1,0,1,4,4,4,4,1,0,1,1,1,3,3,36.36,1
2,2,1,2,5,5,5,5,0,0,1,3,2,2,1,6.67,0
2,2,1,2,5,5,5,5,0,1,1,3,1,3,5,16.25,1
0,0,0,2,4,5,4,4,0,1,0,1,1,4,6,0.0,0
1,2,0,2,5,5,5,5,1,1,1,2,2,1,1,14.29,0
1,2,0,2,4,5,5,4,0,1,1,2,2,4,1,13.89,0
1,2,0,2,5,5,5,5,0,0,1,2,1,2,4,0.0,1
1,2,0,2,5,5,5,5,0,0,1,2,1,2,5,0.0,1
1,2,1,2,5,5,4,4,0,1,1,1,1,5,6,0.0,0
0,0,0,0,4,4,4,3,0,0,1,1,2,5,6,0.0,0
2,1,0,2,3,3,2,2,1,1,1,2,2,3,4,20.0,1
2,2,1,2,5,5,5,5,0,1,1,3,2,3,1,37.5,0
2,2,1,2,5,5,5,5,1,1,1,3,2,3,1,21.14,0
2,2,1,2,5,5,5,5,1,1,1,3,2,3,1,21.71,1
2,2,0,2,5,5,5,5,1,1,1,3,2,6,1,0.0,0
1,2,0,2,5,5,5,5,1,1,1,1,1,3,4,0.0,0
1,2,1,2,4,4,4,3,0,1,1,2,3,2,1,0.0,0
1,2,1,2,3,3,4,3,0,1,1,2,3,5,1,0.0,0
2,2,0,2,4,5,4,4,0,0,1,1,3,1,1,10.0,0
2,2,0,0,3,3,3,3,0,1,1,2,2,5,1,20.59,0
2,0,1,2,4,4,4,4,0,0,0,1,1,3,7,0.0,0
1,1,0,1,5,5,5,5,1,1,1,1,3,3,4,0.0,0
2,1,0,1,4,4,3,4,1,1,1,2,2,4,1,62.0,1
1,2,0,2,4,4,4,3,1,0,1,2,3,3,6,7.5,0
2,2,0,0,4,4,3,3,1,0,1,3,3,2,1,15.0,1
2,2,1,2,5,5,5,5,1,1,1,3,3,3,1,44.0,1
2,2,1,2,5,4,5,4,1,1,1,3,3,3,1,35.71,0
1,0,0,0,3,4,3,4,1,0,1,1,2,3,3,0.0,0
2,0,0,2,4,4,4,4,0,0,0,1,1,3,5,0.0,0
2,1,0,2,4,3,3,3,0,1,1,1,2,6,2,0.0,0
2,2,0,2,4,4,4,4,0,1,1,2,2,1,1,0.0,0
1,1,0,1,3,2,1,2,1,0,0,2,3,2,4,57.14,0
1,0,1,2,4,5,4,5,1,0,0,1,1,3,7,0.0,0
1,0,1,2,4,5,4,5,1,0,0,1,1,3,7,0.0,0
1,2,0,2,4,4,3,4,0,0,1,1,1,4,5,0.0,0
2,2,1,2,4,5,4,4,0,1,0,3,2,6,4,0.0,0
0,0,0,1,4,5,3,3,1,0,0,1,2,5,2,12.5,0
1,0,0,1,4,4,4,3,1,1,0,1,2,4,2,0.0,0
2,2,0,2,3,3,4,4,0,1,0,2,1,1,6,0.0,0
2,2,0,2,4,3,4,5,0,1,1,2,1,3,5,0.0,0
1,0,0,2,4,4,4,5,0,0,1,1,1,3,5,9.68,0
1,1,0,2,4,5,4,4,0,0,1,1,1,3,5,0.0,0
2,2,0,2,5,4,5,4,1,0,1,2,1,6,6,0.0,1
0,0,0,0,4,4,4,4,0,0,1,1,3,2,7,0.0,0
2,2,0,2,4,4,4,4,0,1,1,1,1,2,4,8.47,0
1,2,0,2,4,5,4,4,0,0,1,1,1,1,6,0.0,0
2,1,0,2,5,4,5,3,0,0,1,1,1,6,6,14.81,0
2,2,0,2,4,4,4,3,1,0,1,2,1,4,6,0.0,0
2,2,0,2,4,4,5,4,0,1,0,2,1,2,6,0.0,0
2,2,0,2,4,3,5,4,0,1,1,3,1,4,1,25.0,1
1,2,0,2,5,4,5,5,0,1,1,2,1,4,5,0.0,0
1,0,1,2,5,4,4,3,0,1,1,2,1,4,6,0.0,0
2,1,0,2,4,4,5,3,0,0,1,1,1,6,6,0.0,0
2,1,0,2,4,4,4,5,1,0,1,1,2,3,3,25.0,0
1,0,0,0,4,5,4,4,0,1,1,1,1,1,3,0.0,1
2,0,0,0,4,4,3,5,0,0,0,2,1,2,3,0.0,0
2,1,0,2,3,4,4,4,1,0,1,1,1,3,7,0.0,0
1,1,0,2,5,5,5,5,0,1,0,2,1,4,7,0.0,0
2,2,1,2,5,5,5,5,0,0,1,3,2,1,1,15.29,0
2,2,0,2,5,5,5,5,0,1,1,2,2,4,1,50.0,1
2,2,0,2,5,5,5,5,0,1,1,2,2,5,1,31.11,0
2,2,0,1,5,5,5,5,0,1,1,2,2,3,3,33.33,0
2,2,0,2,5,4,4,5,0,0,1,2,2,1,4,0.0,1
2,2,1,2,5,5,5,4,0,1,1,3,2,2,4,10.0,0
1,1,0,0,3,3,2,2,1,1,0,1,1,2,5,0.0,0
2,2,0,0,5,4,3,3,0,0,0,3,3,1,4,0.0,1
2,2,0,2,4,5,4,3,0,1,1,2,2,3,1,27.27,1
1,2,0,2,3,3,2,3,0,0,1,2,2,3,3,24.39,1
2,2,0,2,3,2,1,1,0,1,1,2,2,2,4,69.57,1
2,2,1,1,4,3,5,4,0,0,0,3,2,4,3,6.67,0
2,2,1,2,4,4,4,3,0,1,1,3,2,3,3,38.46,0
1,2,0,2,4,4,3,3,0,1,1,2,2,3,4,26.53,1
1,2,0,2,3,3,4,2,0,0,1,2,1,1,4,0.0,0
1,2,0,2,5,5,5,5,0,1,1,2,1,3,1,30.0,1
1,2,1,2,5,5,5,5,1,0,1,3,3,5,1,15.38,0
1,1,0,1,3,3,3,2,0,1,0,2,2,6,6,0.0,0
1,2,0,2,4,3,3,3,0,0,1,2,3,1,1,0.0,0
1,1,0,2,3,4,4,4,0,1,1,2,2,3,3,40.0,0
0,2,0,1,4,3,4,3,1,1,0,1,1,4,7,0.0,0
1,2,0,2,4,5,4,4,1,1,1,1,2,4,3,11.43,0
1,2,1,2,5,5,5,5,0,1,1,2,1,5,6,0.0,0
1,0,0,2,4,5,5,5,1,1,1,2,2,2,4,0.0,1
2,2,1,2,4,4,5,4,0,1,1,3,3,1,1,23.33,0
1,0,1,2,5,5,5,5,1,0,1,1,1,5,6,0.0,0
1,2,0,2,5,5,5,5,0,0,1,1,3,3,6,0.0,1
1,2,0,2,5,5,5,5,1,0,1,2,3,2,1,6.67,0
1,0,0,2,4,4,5,5,1,0,0,1,1,4,7,0.0,0
2,2,1,2,4,4,4,4,0,1,1,2,1,2,6,0.0,0
1,2,0,2,5,5,4,4,0,0,1,1,2,2,7,50.0,0
2,2,1,2,5,5,4,5,0,1,1,3,2,3,1,10.0,1
2,2,1,2,4,5,4,5,0,0,1,3,2,3,1,10.0,1
2,2,0,2,4,4,4,4,0,0,1,2,2,2,1,70.59,1
0,0,0,2,4,4,4,3,1,0,0,1,1,2,4,4.0,1
0,0,0,0,3,4,3,4,1,0,0,1,2,2,3,3.85,0
2,2,0,2,4,4,4,4,0,0,1,2,2,2,1,40.0,1
2,2,0,2,5,5,5,5,0,1,1,2,2,6,1,0.0,1
2,2,0,2,5,5,5,5,0,1,1,2,1,6,4,0.0,1
2,2,1,2,4,4,4,3,1,1,1,3,2,3,1,42.86,0
2,1,1,2,3,2,4,2,0,1,1,2,2,5,1,40.0,0
1,2,0,1,3,3,3,3,0,0,1,3,3,1,1,0.0,0
2,2,0,2,5,5,3,4,1,0,1,1,1,2,7,0.0,0
1,2,0,2,5,4,5,5,0,1,1,2,1,3,6,0.0,0
2,2,1,2,5,5,5,5,1,1,1,2,2,5,2,0.0,0
2,2,0,2,5,4,5,5,0,0,1,2,2,6,4,0.0,0
2,2,0,2,5,4,5,5,0,1,1,3,2,5,7,0.0,0
2,2,1,2,5,5,5,5,1,0,0,3,2,4,6,4.0,0
2,2,1,2,5,4,5,4,1,1,1,3,3,2,4,43.86,0
2,1,0,2,4,4,3,3,1,1,1,2,3,3,1,20.0,1
2,1,0,0,4,4,5,4,1,0,0,2,3,1,1,0.0,0
2,1,1,2,4,3,3,4,1,0,1,2,2,3,1,13.85,0
2,2,0,2,5,3,5,4,0,1,1,3,2,3,1,0.0,0
2,2,1,2,5,4,5,4,0,0,1,3,2,1,1,0.0,0
1,1,0,0,3,4,4,3,1,0,0,1,1,3,6,0.0,1
2,2,1,2,4,4,5,5,1,1,1,3,1,2,5,6.67,0
2,2,0,2,4,4,3,4,0,0,0,1,1,2,6,0.0,0
2,2,0,2,5,5,5,5,0,1,1,2,1,2,7,0.0,0
2,1,0,2,4,4,5,5,1,0,1,2,2,4,4,0.0,0
2,2,1,2,4,5,4,4,1,0,1,2,1,4,7,0.0,0
2,2,0,2,3,4,4,3,0,0,1,3,1,4,4,0.0,1
1,2,0,2,4,4,4,4,0,0,1,3,1,1,6,0.0,0
2,2,0,2,3,3,3,3,0,0,1,3,3,1,1,0.0,0
2,2,1,2,4,5,5,5,1,1,1,3,1,2,5,32.05,1
2,1,0,0,1,2,3,2,0,1,1,3,2,2,1,27.0,0
1,2,1,2,4,3,5,3,1,0,1,2,1,5,6,0.0,0
2,2,1,1,4,4,4,4,0,1,1,2,2,1,4,0.0,0
2,2,0,2,4,4,4,4,1,1,1,1,2,3,3,0.0,0
2,2,1,2,5,5,5,4,0,1,1,2,2,3,4,8.89,0
2,2,0,1,2,4,4,4,0,1,1,2,3,6,1,20.0,1
2,2,1,2,4,3,4,2,0,1,1,2,2,6,6,4.17,1
1,2,1,2,4,4,5,5,0,1,1,2,2,2,4,0.0,1
2,2,1,2,5,4,4,4,0,0,1,3,3,1,1,0.0,0
2,1,0,1,3,3,2,3,0,1,0,2,1,3,6,0.67,0
2,2,0,2,3,3,5,5,1,1,1,1,3,4,1,0.0,0
2,2,0,2,4,3,4,3,0,1,1,3,3,6,1,0.0,1
2,2,0,2,4,5,4,4,0,1,1,2,2,3,1,4.0,1
2,2,0,2,4,4,4,3,0,0,0,3,3,1,1,0.0,0
2,2,0,1,5,5,5,5,1,0,0,1,1,1,4,0.0,0
1,2,1,2,5,5,5,5,0,1,1,2,1,5,6,0.0,0
2,2,0,2,4,4,4,4,0,0,1,3,1,2,1,100.0,0
2,0,0,2,4,4,4,4,0,1,0,1,1,5,6,0.0,1
2,1,0,1,2,2,3,2,1,1,1,2,3,3,1,40.0,1
2,2,1,2,5,5,5,3,1,1,1,3,2,4,1,21.43,1
1,1,0,0,5,5,5,5,1,0,0,1,2,3,6,0.0,0
2,2,1,2,5,5,5,5,0,0,0,3,3,1,1,0.0,0
2,1,1,2,4,3,3,3,0,1,1,2,1,3,4,0.0,1
2,2,1,1,5,4,3,1,1,1,1,3,3,2,1,10.0,1
1,0,0,0,5,5,5,4,1,0,1,1,2,5,6,0.0,0
2,2,0,2,5,4,5,5,0,1,1,2,2,4,1,37.5,0
1,1,0,2,4,4,4,4,0,1,1,3,1,5,4,0.0,0
2,1,1,2,3,3,2,2,1,0,1,3,2,3,3,15.0,1
2,1,0,0,2,2,3,3,0,1,0,3,1,6,1,0.0,1
1,1,0,1,2,3,2,1,1,1,1,2,1,4,3,0.0,1
2,1,1,1,3,2,3,2,0,1,1,2,1,6,3,3.33,1
2,2,0,0,4,4,4,3,0,0,0,2,2,1,4,0.0,0
1,0,0,1,4,3,5,3,1,1,1,1,3,2,1,0.0,0
2,2,0,2,5,4,4,5,0,1,1,2,1,2,4,0.0,0
2,2,0,2,4,3,4,4,0,1,1,2,2,2,2,33.33,1
2,2,1,2,5,5,5,5,0,1,1,3,2,6,5,19.23,0
2,1,0,2,3,3,4,3,0,0,0,2,2,1,3,0.0,1
1,2,0,2,4,4,4,4,1,1,1,1,2,4,1,0.0,0
2,1,0,2,3,3,3,3,0,1,1,3,3,5,1,0.0,1
2,2,1,2,5,4,5,5,0,1,1,3,1,3,6,0.0,0
2,2,1,2,4,4,5,4,0,0,0,3,2,2,4,0.0,1
2,2,0,2,4,5,5,5,1,1,1,3,3,1,1,0.0,0
2,2,1,2,5,3,5,5,1,1,1,3,1,4,1,25.0,1
2,2,1,2,5,4,5,4,1,1,1,3,1,5,5,0.0,1
1,2,0,0,4,4,4,3,0,1,1,2,2,2,3,5.0,0
2,2,0,2,5,4,5,5,1,1,1,2,1,5,6,0.0,1
2,2,0,2,5,4,3,4,1,0,0,3,3,1,1,0.0,0
2,2,1,2,5,4,5,5,0,1,1,3,3,2,1,4.0,0
2,2,1,2,4,3,4,4,0,0,1,3,1,5,6,0.0,0
2,2,0,2,3,2,5,4,0,0,1,1,2,2,4,0.0,1
2,2,1,2,5,3,5,2,0,1,1,3,1,4,5,33.0,0
2,1,1,2,5,5,5,5,0,1,1,3,1,3,5,58.57,0
2,2,0,2,5,4,5,3,1,1,1,3,2,5,1,0.0,1
2,2,1,2,5,5,5,4,1,0,1,1,2,4,1,50.0,0
2,2,0,2,4,5,5,4,1,1,1,3,3,5,1,27.91,0
2,2,1,2,5,4,4,2,1,0,1,3,3,6,1,14.29,0
2,2,1,2,4,4,4,5,1,1,1,3,3,4,3,32.0,1
2,2,0,2,5,5,5,5,0,0,0,3,1,1,7,0.0,0
2,2,1,2,4,4,5,4,0,1,1,3,1,2,5,12.5,1
2,1,1,2,5,4,5,5,0,1,1,3,2,2,1,40.0,0
2,1,0,0,5,4,5,5,0,0,1,2,1,1,1,40.0,0
2,2,0,2,4,3,4,2,1,1,1,3,3,1,1,4.0,0
2,2,1,2,4,3,5,3,0,0,1,3,3,3,1,16.67,1
2,2,0,2,3,3,5,2,1,1,1,3,3,3,1,60.0,0
2,2,0,2,4,3,4,4,0,0,0,2,1,4,3,0.0,1
2,1,1,2,4,4,5,4,0,1,1,3,1,5,6,0.0,0
2,2,1,2,5,5,5,5,1,0,1,3,1,4,7,0.0,0
2,2,0,2,3,4,4,4,0,0,0,3,2,1,6,0.0,0
2,2,1,2,5,5,5,4,0,0,1,3,2,4,1,32.8,0
2,2,1,2,4,4,5,4,0,1,1,3,2,5,2,0.62,1
2,2,1,2,5,5,5,3,1,1,1,3,3,2,1,7.69,1
2,2,1,2,4,5,5,5,0,0,1,2,1,2,7,0.0,0
2,2,0,2,4,4,5,5,1,0,0,2,3,1,6,0.0,0
2,2,0,2,3,5,4,3,0,0,0,3,2,2,6,0.0,0
1,0,0,2,4,4,4,4,1,1,1,3,3,5,3,0.0,1
